,gt.ns,cx.ns,ex.cx,cx.tr,et.cx,cx.ss,ex.ss,cx.st
NP.agent.int_control.V.NP.experiencer.OR..body_part.refl..concrete,NP.V.NP,NP.V.NP,NP.V.NP,NP.agent.V.NP.experiencer,NP.agent.V.NP.experiencer,NP.int_control.V.NP.OR..body_part.refl..concrete,NP.int_control.V.NP.OR..body_part.refl..concrete,NP.agent.int_control.V.NP.experiencer.OR..body_part.refl..concrete
NP.agent.int_control.V.NP.experiencer.OR..body_part.refl..concrete.with.NP.instrument.solid,NP.V.NP.PP.instrument,NP.V.NP.PP,NP.V.NP.with.NP,NP.agent.V.NP.experiencer.PP.instrument,NP.agent.V.NP.experiencer.with.NP.instrument,NP.int_control.V.NP.OR..body_part.refl..concrete.PP.solid,NP.int_control.V.NP.OR..body_part.refl..concrete.with.NP.solid,NP.agent.int_control.V.NP.experiencer.OR..body_part.refl..concrete.PP.instrument.solid
NP.agent.int_control.V.NP.experiencer.concrete,NP.V.NP,NP.V.NP,NP.V.NP,NP.agent.V.NP.experiencer,NP.agent.V.NP.experiencer,NP.int_control.V.NP.concrete,NP.int_control.V.NP.concrete,NP.agent.int_control.V.NP.experiencer.concrete
NP.agent.int_control.V.NP.experiencer.concrete.with.NP.instrument.solid,NP.V.NP.PP.instrument,NP.V.NP.PP,NP.V.NP.with.NP,NP.agent.V.NP.experiencer.PP.instrument,NP.agent.V.NP.experiencer.with.NP.instrument,NP.int_control.V.NP.concrete.PP.solid,NP.int_control.V.NP.concrete.with.NP.solid,NP.agent.int_control.V.NP.experiencer.concrete.PP.instrument.solid
NP.agent.int_control.V.NP.instrument.OR..body_part.refl..concrete,NP.V.NP,NP.V.NP,NP.V.NP,NP.agent.V.NP.instrument,NP.agent.V.NP.instrument,NP.int_control.V.NP.OR..body_part.refl..concrete,NP.int_control.V.NP.OR..body_part.refl..concrete,NP.agent.int_control.V.NP.instrument.OR..body_part.refl..concrete
NP.agent.int_control.V.NP.instrument.OR..body_part.refl..concrete.against.NP.patient.concrete,NP.V.NP.PP,NP.V.NP.PP,NP.V.NP.against.NP,NP.agent.V.NP.instrument.PP.patient,NP.agent.V.NP.instrument.against.NP.patient,NP.int_control.V.NP.OR..body_part.refl..concrete.PP.concrete,NP.int_control.V.NP.OR..body_part.refl..concrete.against.NP.concrete,NP.agent.int_control.V.NP.instrument.OR..body_part.refl..concrete.PP.patient.concrete
NP.agent.int_control.V.NP.instrument.OR..body_part.refl..concrete.on.NP.patient.concrete,NP.V.NP.PP,NP.V.NP.PP,NP.V.NP.on.NP,NP.agent.V.NP.instrument.PP.patient,NP.agent.V.NP.instrument.on.NP.patient,NP.int_control.V.NP.OR..body_part.refl..concrete.PP.concrete,NP.int_control.V.NP.OR..body_part.refl..concrete.on.NP.concrete,NP.agent.int_control.V.NP.instrument.OR..body_part.refl..concrete.PP.patient.concrete
NP.agent.int_control.V.NP.instrument.concrete.against.NP.patient.concrete,NP.V.NP.PP,NP.V.NP.PP,NP.V.NP.against.NP,NP.agent.V.NP.instrument.PP.patient,NP.agent.V.NP.instrument.against.NP.patient,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.against.NP.concrete,NP.agent.int_control.V.NP.instrument.concrete.PP.patient.concrete
NP.agent.int_control.V.NP.instrument.concrete.on.NP.patient.concrete,NP.V.NP.PP,NP.V.NP.PP,NP.V.NP.on.NP,NP.agent.V.NP.instrument.PP.patient,NP.agent.V.NP.instrument.on.NP.patient,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.on.NP.concrete,NP.agent.int_control.V.NP.instrument.concrete.PP.patient.concrete
NP.agent.int_control.V.NP.location.location,NP.V.NP.location,NP.V.NP,NP.V.NP,NP.agent.V.NP.location,NP.agent.V.NP.location,NP.int_control.V.NP.location,NP.int_control.V.NP.location,NP.agent.int_control.V.NP.location.location
NP.agent.int_control.V.NP.location.location.of.NP.theme.concrete,NP.V.NP.location.PP.theme,NP.V.NP.PP,NP.V.NP.of.NP,NP.agent.V.NP.location.PP.theme,NP.agent.V.NP.location.of.NP.theme,NP.int_control.V.NP.location.PP.concrete,NP.int_control.V.NP.location.of.NP.concrete,NP.agent.int_control.V.NP.location.location.PP.theme.concrete
NP.agent.int_control.V.NP.patient,NP.V.NP.patient,NP.V.NP,NP.V.NP,NP.agent.V.NP.patient,NP.agent.V.NP.patient,NP.int_control.V.NP,NP.int_control.V.NP,NP.agent.int_control.V.NP.patient
NP.agent.int_control.V.NP.patient.with.NP.instrument,NP.V.NP.PP.instrument,NP.V.NP.PP,NP.V.NP.with.NP,NP.agent.V.NP.patient.PP.instrument,NP.agent.V.NP.patient.with.NP.instrument,NP.int_control.V.NP.PP,NP.int_control.V.NP.with.NP,NP.agent.int_control.V.NP.patient.PP.instrument
NP.agent.int_control.V.NP.patient.OR..body_part.refl..concrete,NP.V.NP,NP.V.NP,NP.V.NP,NP.agent.V.NP.patient,NP.agent.V.NP.patient,NP.int_control.V.NP.OR..body_part.refl..concrete,NP.int_control.V.NP.OR..body_part.refl..concrete,NP.agent.int_control.V.NP.patient.OR..body_part.refl..concrete
NP.agent.int_control.V.NP.patient.concrete,NP.V.NP,NP.V.NP,NP.V.NP,NP.agent.V.NP.patient,NP.agent.V.NP.patient,NP.int_control.V.NP.concrete,NP.int_control.V.NP.concrete,NP.agent.int_control.V.NP.patient.concrete
NP.agent.int_control.V.NP.patient.concrete.ADJP,NP.V.NP.ADJP,NP.V.NP.ADJP,NP.V.NP.ADJP,NP.agent.V.NP.patient.ADJP,NP.agent.V.NP.patient.ADJP,NP.int_control.V.NP.concrete.ADJP,NP.int_control.V.NP.concrete.ADJP,NP.agent.int_control.V.NP.patient.concrete.ADJP
NP.agent.int_control.V.NP.patient.concrete.ADJP.with.NP.instrument.result,NP.V.NP.ADJP.PP.instrument,NP.V.NP.ADJP.PP,NP.V.NP.ADJP.with.NP,NP.agent.V.NP.patient.ADJP.PP.result,NP.agent.V.NP.patient.ADJP.with.NP.result,NP.int_control.V.NP.concrete.ADJP.PP,NP.int_control.V.NP.concrete.ADJP.with.NP,NP.agent.int_control.V.NP.patient.concrete.ADJP.PP.instrument.result
NP.agent.int_control.V.NP.patient.concrete.NP.together,NP.V.NP.NP.together,NP.V.NP.NP.together,NP.V.NP.NP.together,NP.agent.V.NP.patient.NP.together,NP.agent.V.NP.patient.NP.together,NP.int_control.V.NP.concrete.NP.together,NP.int_control.V.NP.concrete.NP.together,NP.agent.int_control.V.NP.patient.concrete.NP.together
NP.agent.int_control.V.NP.patient.concrete.about.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.about.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.about.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.about.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.about.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.about.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.about.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.about.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.above.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.above.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.above.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.above.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.above.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.above.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.above.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.above.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.against.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.against.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.against.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.against.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.against.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.against.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.against.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.against.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.along.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.along.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.along.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.along.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.along.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.along.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.along.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.along.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.alongside.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.alongside.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.alongside.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.alongside.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.alongside.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.alongside.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.alongside.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.alongside.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.amid.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.amid.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.amid.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.amid.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.amid.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.amid.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.amid.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.amid.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.among.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.among.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.among.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.among.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.among.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.among.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.among.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.among.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.amongst.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.amongst.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.amongst.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.amongst.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.amongst.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.amongst.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.amongst.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.amongst.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.around.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.around.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.around.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.around.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.around.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.around.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.around.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.around.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.astride.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.astride.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.astride.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.astride.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.astride.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.astride.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.astride.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.astride.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.at.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.at.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.at.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.at.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.at.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.at.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.at.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.at.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.athwart.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.athwart.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.athwart.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.athwart.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.athwart.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.athwart.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.athwart.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.athwart.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.before.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.before.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.before.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.before.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.before.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.before.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.before.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.before.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.behind.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.behind.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.behind.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.behind.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.behind.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.behind.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.behind.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.behind.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.below.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.below.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.below.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.below.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.below.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.below.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.below.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.below.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.beneath.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.beneath.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.beneath.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.beneath.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.beneath.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.beneath.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.beneath.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.beneath.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.beside.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.beside.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.beside.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.beside.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.beside.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.beside.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.beside.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.beside.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.between.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.between.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.between.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.between.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.between.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.between.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.between.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.between.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
NP.agent.int_control.V.NP.patient.concrete.beyond.NP.location.concrete,NP.V.NP.PP.location,NP.V.NP.PP,NP.V.NP.beyond.NP,NP.agent.V.NP.patient.PP.location,NP.agent.V.NP.patient.beyond.NP.location,NP.int_control.V.NP.concrete.PP.concrete,NP.int_control.V.NP.concrete.beyond.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete
NP.agent.int_control.V.NP.patient.concrete.beyond.NP.location.concrete.with.NP.instrument.concrete,NP.V.NP.PP.PP.instrument,NP.V.NP.PP.PP,NP.V.NP.beyond.NP.with.NP,NP.agent.V.NP.patient.PP.location.PP.instrument,NP.agent.V.NP.patient.beyond.NP.location.with.NP.instrument,NP.int_control.V.NP.concrete.PP.concrete.PP.concrete,NP.int_control.V.NP.concrete.beyond.NP.concrete.with.NP.concrete,NP.agent.int_control.V.NP.patient.concrete.PP.location.concrete.PP.instrument.concrete
